gene_id,Control1_2021,Control2_2021,Hopeaphenol1_2021,Hopeaphenol2_2021
ECA_RS19090,331,234,301,365
ECA_RS17740,239,245,211,228
ECA_RS14995,928,779,622,560
ECA_RS15470,489,462,576,582
ECA_RS13295,6186,6779,8783,10128
ECA_RS16365,69,80,48,68
ECA_RS09950,358,539,530,638
ECA_RS03480,988,990,828,752
ECA_RS14945,503,586,785,868
ECA_RS21155,1438,1154,1063,1127
ECA_RS19600,2443,3256,5995,7918
ECA_RS19610,157,122,513,523
ECA_RS19615,197,197,674,712
ECA_RS01015,1542,1351,1904,2037
ECA_RS05130,2893,2938,3033,2969
ECA_RS17080,1418,1554,2301,2494
ECA_RS13375,1935,1739,2599,2487
ECA_RS13385,1314,1431,1630,1722
ECA_RS13380,791,768,859,987
ECA_RS18655,121,128,239,263
ECA_RS12135,5832,9001,5103,5099
ECA_RS18825,3238,2893,5938,6924
ECA_RS17465,116,73,97,141
ECA_RS21505,701,611,969,1234
ECA_RS03475,16365,14528,17663,18338
ECA_RS18880,247,209,427,541
ECA_RS21110,376,293,492,555
ECA_RS01785,538,445,757,805
ECA_RS18830,1551,1250,2303,2467
ECA_RS18850,947,778,1286,1275
ECA_RS21500,758,537,800,1061
ECA_RS21510,1695,1353,1844,2328
ECA_RS18820,14357,13959,23833,22971
ECA_RS03685,44,60,120,107
ECA_RS11110,6211,5905,8742,9477
ECA_RS06615,2571,2444,4232,4221
ECA_RS19950,93238,83813,74040,63659
ECA_RS06915,1190,1285,1715,1948
ECA_RS15575,277,232,373,313
ECA_RS06910,637,750,1317,1497
ECA_RS15585,401,488,869,895
ECA_RS15580,134,164,239,314
ECA_RS11440,5509,4712,5789,6246
ECA_RS11515,44853,45297,29329,27183
ECA_RS17680,577,715,980,1117
ECA_RS17660,651,722,900,913
ECA_RS17655,771,822,1306,1337
ECA_RS03695,651,642,1703,1646
ECA_RS03700,1462,1494,1933,2010
ECA_RS03690,2529,2521,3952,4997
ECA_RS00265,9453,9043,4857,4749
ECA_RS21665,408,438,2566,3089
ECA_RS00395,3533,3296,3246,2988
ECA_RS20505,1451,1320,7209,8357
ECA_RS20520,1606,1688,6552,7012
ECA_RS20510,1269,1203,6126,6420
ECA_RS20500,3911,3643,21249,21808
ECA_RS20515,1048,1067,5255,5637
ECA_RS06975,569,547,905,953
ECA_RS03485,2633,2637,2453,2755
ECA_RS22280,3879,3222,3701,3846
ECA_RS22285,2641,2419,2928,3261
ECA_RS00155,38065,36835,24287,21611
ECA_RS16005,680,591,708,539
ECA_RS05105,1335,1558,2079,2195
ECA_RS17715,1632,1356,1873,1640
ECA_RS00145,1565,1661,1452,1404
ECA_RS13585,4400,4501,6036,5853
ECA_RS05755,119,88,63,70
ECA_RS00150,665,734,775,727
ECA_RS13590,587,590,924,990
ECA_RS13595,702,646,1047,1019
ECA_RS06610,4510,4034,3713,3699
ECA_RS09530,2770,2744,4629,4170
ECA_RS16475,220,199,352,366
ECA_RS20585,846,1194,2572,2966
ECA_RS20580,121,147,548,630
ECA_RS20575,108,117,429,401
ECA_RS20470,5326,5828,31281,34303
ECA_RS20460,124,111,179,270
ECA_RS20455,368,240,350,388
ECA_RS21145,2618,2935,19786,22203
ECA_RS20595,246,254,1193,1390
ECA_RS20590,753,827,2032,2203
ECA_RS21150,926,936,936,1057
ECA_RS16010,599,545,660,779
ECA_RS01620,28497,30895,19758,19844
ECA_RS06500,236,210,440,475
ECA_RS07565,2361,2296,603,634
ECA_RS16195,3981,4244,3469,3682
ECA_RS16355,358,384,404,623
ECA_RS00420,1814,1676,1445,1809
ECA_RS00425,6473,6113,4679,4157
ECA_RS17400,301,342,325,342
ECA_RS00210,952,954,1261,1169
ECA_RS07195,23031,22337,16010,15117
ECA_RS09080,272,267,352,379
ECA_RS09090,314,312,584,703
ECA_RS20430,3,10,4,8
ECA_RS00320,4522,3992,3646,3564
ECA_RS06880,16115,14662,10932,9888
ECA_RS19255,978,859,1516,1670
ECA_RS00850,1092,1171,1278,1559
ECA_RS17085,1080,671,667,805
ECA_RS16170,42389,48416,35565,31470
ECA_RS03460,1883,1413,1654,1704
ECA_RS20355,178,149,247,257
ECA_RS03115,77474,69300,53456,61535
ECA_RS04175,3202,2916,3791,4592
ECA_RS16695,2757,2811,7569,8065
ECA_RS19380,5937,6473,7084,7068
ECA_RS13910,3601,3486,6606,6756
ECA_RS13905,364,315,553,625
ECA_RS13900,301,278,502,639
ECA_RS15295,507,483,464,561
ECA_RS15280,769,802,407,452
ECA_RS15275,1656,1685,660,760
ECA_RS18765,664,542,325,322
ECA_RS15265,681,780,320,386
ECA_RS15260,1538,1572,603,724
ECA_RS15255,400,459,238,190
ECA_RS15250,78,108,49,56
ECA_RS15245,125,114,70,112
ECA_RS15240,202,170,101,98
ECA_RS15235,1464,1322,416,396
ECA_RS15300,324,314,295,354
ECA_RS09570,7441,10738,4536,4488
ECA_RS15770,5668,5867,6609,6519
ECA_RS15775,13510,13755,10326,9332
ECA_RS17665,285,354,459,578
ECA_RS05945,8042,7551,6252,5542
ECA_RS21960,7841,7601,7279,6357
ECA_RS13040,60,55,42,60
ECA_RS13045,29,50,88,91
ECA_RS06220,73,70,70,85
ECA_RS20940,268,273,506,541
ECA_RS08695,1249,1353,1562,1762
ECA_RS10760,412,441,471,477
ECA_RS01000,839,703,753,749
ECA_RS20700,298,276,321,340
ECA_RS20705,325,318,403,362
ECA_RS01210,1661,1667,1847,1877
ECA_RS04330,343,335,401,383
ECA_RS01045,190,208,314,371
ECA_RS05850,2476,2415,2608,2617
ECA_RS16300,3145,3121,2890,2957
ECA_RS00140,1099,1012,840,955
ECA_RS17950,102,73,65,73
ECA_RS20710,1102,1479,4339,4957
ECA_RS20715,1638,1728,3533,3892
ECA_RS19415,10155,8684,11949,10566
ECA_RS12000,389,415,400,446
ECA_RS19420,5265,4939,6803,6860
ECA_RS19425,2482,2406,4577,4849
ECA_RS19430,3209,3033,5118,4368
ECA_RS05780,313,316,2630,2292
ECA_RS08945,542,650,762,674
ECA_RS12675,990,935,1199,1216
ECA_RS12665,3739,3582,4607,4925
ECA_RS12660,3124,3368,3909,3600
ECA_RS12655,4024,4836,4905,4668
ECA_RS12680,2028,1830,2212,2129
ECA_RS12650,4598,5434,3989,3904
ECA_RS12670,1156,1152,1629,1589
ECA_RS23425,386,281,162,141
ECA_RS10650,470,551,808,897
ECA_RS14955,156,143,215,226
ECA_RS15825,3231,3069,2900,3341
ECA_RS17710,2772,2688,3217,3224
ECA_RS15990,370,363,659,577
ECA_RS11435,14991,12291,15494,15266
ECA_RS18770,81,80,93,116
ECA_RS20240,72,56,73,47
ECA_RS06475,110,121,163,237
ECA_RS08920,124,128,153,186
ECA_RS01495,1219,1201,2111,2004
ECA_RS16400,609,481,481,501
ECA_RS17200,56,52,107,109
ECA_RS17245,1,3,19,35
ECA_RS17255,12,10,41,55
ECA_RS09895,1501,1611,1256,1157
ECA_RS16335,537,565,560,594
ECA_RS15895,1954,1933,2010,1971
ECA_RS15900,163,172,191,182
ECA_RS20290,1885,1818,1986,2516
ECA_RS20285,1403,1293,1520,2049
ECA_RS21120,5372,4540,3454,4603
ECA_RS21115,2847,2242,1829,2381
ECA_RS08715,326,344,1535,1344
ECA_RS05840,12886,12073,7502,8900
ECA_RS11930,5989,5331,14303,15634
ECA_RS01225,20107,19851,24819,22135
ECA_RS05710,7047,5168,6786,6289
ECA_RS14770,148,145,278,334
ECA_RS11785,967,1124,2150,2266
ECA_RS06070,64,63,52,96
ECA_RS06075,46,72,76,72
ECA_RS06080,126,117,149,157
ECA_RS06090,46,40,51,59
ECA_RS06065,882,1448,725,1028
ECA_RS06125,31,29,94,55
ECA_RS06180,78,96,92,81
ECA_RS06170,19,19,63,80
ECA_RS06155,18,23,34,37
ECA_RS06140,53,56,94,74
ECA_RS06115,269,456,289,363
ECA_RS06110,151,248,198,336
ECA_RS06100,28,33,60,67
ECA_RS06095,78,42,108,88
ECA_RS06190,69,80,112,124
ECA_RS07485,366,353,368,392
ECA_RS01560,254,219,384,402
ECA_RS21785,11242,6684,8393,11896
ECA_RS21780,2704,1862,3697,5155
ECA_RS11980,114333,112189,80736,78276
ECA_RS19685,1075,1227,1924,2376
ECA_RS13690,488,390,662,602
ECA_RS11875,10531,10683,17646,16045
ECA_RS12690,14219,11379,18660,16723
ECA_RS19150,6862,6681,6621,5416
ECA_RS20905,8302,8565,5570,5538
ECA_RS19005,4903,5312,7359,10394
ECA_RS20885,53522,61228,14646,14115
ECA_RS20910,10767,10619,7817,7883
ECA_RS18910,8220,8561,12795,13408
ECA_RS23260,544,418,391,373
ECA_RS20920,1587,1499,1076,1211
ECA_RS19010,1656,1556,2086,1938
ECA_RS20890,208,241,398,405
ECA_RS13000,1783,1415,1497,1378
ECA_RS03530,24441,23664,23157,20196
ECA_RS22940,26906,22173,21551,21521
ECA_RS07300,282,319,924,1053
ECA_RS07290,128,167,229,276
ECA_RS07260,210,247,445,547
ECA_RS07295,162,183,223,272
ECA_RS07265,136,130,234,412
ECA_RS17815,195,201,388,365
ECA_RS14185,659,698,445,341
ECA_RS15905,2565,2274,3278,2727
ECA_RS15920,1485,1241,2338,2709
ECA_RS15910,3139,3089,4030,3571
ECA_RS15885,732,663,877,816
ECA_RS05615,186,186,309,432
ECA_RS03430,1050,1008,806,1008
ECA_RS05135,666,553,1005,1105
ECA_RS17460,203,212,262,243
ECA_RS10750,2670,2066,1880,2091
ECA_RS17455,515,478,638,660
ECA_RS15830,997,959,946,780
ECA_RS19135,1559,1340,1958,1873
ECA_RS05140,677,522,845,927
ECA_RS09425,5250,5844,11404,12295
ECA_RS11920,1799,1441,1311,1089
ECA_RS20385,604,626,573,743
ECA_RS06675,35,36,179,225
ECA_RS06670,45,34,185,162
ECA_RS06665,58,49,163,134
ECA_RS06660,306,317,747,827
ECA_RS06655,99,126,168,238
ECA_RS06680,0,0,0,0
ECA_RS10785,2149,2224,2244,1855
ECA_RS12510,1955,1723,1924,2018
ECA_RS01520,600,600,701,816
ECA_RS01525,740,865,1064,1245
ECA_RS11800,46683,49755,22720,18703
ECA_RS20390,10219,9633,5208,4412
ECA_RS20050,1096,1026,1314,1347
ECA_RS20055,469,516,601,698
ECA_RS00030,556,479,660,633
ECA_RS09650,541,445,591,802
ECA_RS12470,2742,2562,4183,4351
ECA_RS16130,2252,2004,1834,1708
ECA_RS16125,2123,1694,1608,1431
ECA_RS18920,17627,22969,41606,50971
ECA_RS18925,5118,5715,9747,13823
ECA_RS18930,6769,6884,9877,10784
ECA_RS18935,3334,3015,3918,3976
ECA_RS06485,5452,5876,4969,5060
ECA_RS03140,2396,2512,4342,4585
ECA_RS04885,622,549,824,998
ECA_RS17705,1569,1242,1196,1072
ECA_RS00220,222,199,262,260
ECA_RS06425,4027,3230,2381,1948
ECA_RS06430,179,144,181,204
ECA_RS21465,532,504,461,422
ECA_RS21470,807,733,674,661
ECA_RS21480,1037,960,1228,1456
ECA_RS00590,176,198,1033,1190
ECA_RS06515,323,229,293,288
ECA_RS12965,1256,1201,1568,1540
ECA_RS10755,289,337,342,385
ECA_RS09010,253,278,304,337
ECA_RS09015,378,402,394,382
ECA_RS09020,376,383,510,564
ECA_RS05705,19425,18628,13452,13668
ECA_RS17120,1719,1695,2394,2668
ECA_RS18705,54209,50893,50375,48986
ECA_RS17990,1398,1358,2586,2857
ECA_RS08955,550,550,670,834
ECA_RS01510,445,438,737,850
ECA_RS01505,323,298,500,630
ECA_RS01515,262,246,277,319
ECA_RS19045,5463,5736,5865,6392
ECA_RS06480,704,831,875,888
ECA_RS02080,648,573,954,1080
ECA_RS02085,338,217,385,436
ECA_RS05175,2274,2192,3098,2823
ECA_RS05180,177,128,249,287
ECA_RS18815,24890,22596,34561,33272
ECA_RS05165,1106,1053,1228,1441
ECA_RS15495,30,29,68,65
ECA_RS12520,1179,980,1164,1048
ECA_RS12175,1504,1321,2175,2437
ECA_RS03875,186,139,284,324
ECA_RS14880,31,31,33,38
ECA_RS12975,7932,7532,5859,5779
ECA_RS19145,549,604,680,604
ECA_RS16600,12137,11456,16009,16678
ECA_RS18050,1330,1257,1160,944
ECA_RS19655,3751,3439,2239,2454
ECA_RS03835,2621,1919,1904,1705
ECA_RS04315,1241,1302,2293,2514
ECA_RS08860,300,296,436,396
ECA_RS05485,755,841,1561,1680
ECA_RS20445,2333,2644,5505,6414
ECA_RS20440,2174,2195,3172,3106
ECA_RS11115,2197,2675,3011,3288
ECA_RS11720,4111,4708,11824,13622
ECA_RS05110,1293,1280,1035,1176
ECA_RS08665,198,156,276,221
ECA_RS08285,318,170,503,505
ECA_RS17630,182,154,191,202
ECA_RS03410,56710,53189,53167,48867
ECA_RS08795,4864,4128,3711,3052
ECA_RS15655,144,121,349,345
ECA_RS12360,650,520,698,803
ECA_RS06005,552,492,558,493
ECA_RS10180,1000,941,901,924
ECA_RS05995,1004,1154,1060,1372
ECA_RS06015,198,198,168,113
ECA_RS05990,142,165,163,227
ECA_RS06000,95,96,140,158
ECA_RS15065,790,873,1095,1201
ECA_RS12180,759,584,593,733
ECA_RS13415,2672,2932,3685,4524
ECA_RS19705,1818,1984,2549,2133
ECA_RS21070,4719,4918,4432,4152
ECA_RS01825,775,853,829,785
ECA_RS00890,83457,83931,51529,45420
ECA_RS21030,5150,5544,3461,3091
ECA_RS07020,3821,3954,3299,2997
ECA_RS19680,2224,2373,3263,3207
ECA_RS17410,607,641,900,934
ECA_RS21075,128,119,148,119
ECA_RS19360,6792,7431,5452,4491
ECA_RS17405,527,426,454,440
ECA_RS00885,888,799,650,572
ECA_RS09005,2734,2848,2444,2032
ECA_RS02215,16567,21438,12442,18350
ECA_RS15570,201,152,353,360
ECA_RS19435,2367,2006,5072,5610
ECA_RS06535,1347,1550,1656,1879
ECA_RS11635,1392,1358,1675,2010
ECA_RS11640,8319,7784,8057,8094
ECA_RS11645,1120,846,1049,886
ECA_RS00005,941,758,734,1098
ECA_RS15140,2507,2259,3006,3080
ECA_RS01555,464,353,827,855
ECA_RS01550,1400,1278,2942,3240
ECA_RS01545,665,705,1388,1601
ECA_RS01540,793,793,1600,1686
ECA_RS01535,1880,1742,3772,4150
ECA_RS04970,926,778,1111,1206
ECA_RS05375,318,304,283,406
ECA_RS04820,442,420,473,577
ECA_RS16480,2163,1777,3850,3804
ECA_RS16030,476,418,419,521
ECA_RS08910,411,417,498,666
ECA_RS13730,976,1090,1092,1289
ECA_RS13735,623,607,578,567
ECA_RS11995,1165,1333,1265,1673
ECA_RS15045,751,743,658,716
ECA_RS21990,637,725,762,817
ECA_RS22345,3439,3077,3380,3687
ECA_RS11740,159,123,178,177
ECA_RS13830,1114,1178,1052,1157
ECA_RS13825,266,256,285,306
ECA_RS13820,159,186,285,285
ECA_RS13815,26,6,13,22
ECA_RS13810,127,109,183,213
ECA_RS00105,115,138,164,171
ECA_RS00100,119,84,188,165
ECA_RS06935,344,392,504,481
ECA_RS06940,85,78,89,86
ECA_RS06945,155,159,217,228
ECA_RS06925,338,381,389,475
ECA_RS06920,1412,1782,1987,2345
ECA_RS13920,678,812,1054,1286
ECA_RS13925,109,132,176,205
ECA_RS19195,501,501,721,758
ECA_RS08350,1067,1089,165,127
ECA_RS08355,1408,1553,380,316
ECA_RS09825,1591,1520,1868,1935
ECA_RS19400,1441,1447,1591,1865
ECA_RS17310,326,361,529,724
ECA_RS15135,10789,10943,19922,18331
ECA_RS18860,1211,909,1528,1656
ECA_RS18890,1463,1105,1405,1516
ECA_RS20265,2005,1852,1542,1260
ECA_RS16330,2285,2153,2232,2347
ECA_RS06455,281,233,163,163
ECA_RS06450,195,191,260,296
ECA_RS01400,3680,3096,3390,3865
ECA_RS01405,182,132,170,177
ECA_RS01410,51,28,67,54
ECA_RS12525,1443,1323,1335,1464
ECA_RS19790,1105,1085,2104,1800
ECA_RS19590,735,756,1037,975
ECA_RS19320,3920,3676,9214,9478
ECA_RS17775,1272,1386,3161,3440
ECA_RS11510,433,316,565,601
ECA_RS01385,562,550,2019,2411
ECA_RS01380,148,183,428,532
ECA_RS08310,268,289,409,423
ECA_RS01640,282,256,391,472
ECA_RS17140,1704,1655,1785,1717
ECA_RS17180,1352,1494,1418,1316
ECA_RS16280,423,381,476,522
ECA_RS04320,207,140,235,255
ECA_RS03380,107,90,157,152
ECA_RS12475,7508,8013,7729,7139
ECA_RS12480,427,390,397,431
ECA_RS12485,563,476,532,667
ECA_RS01565,3627,2976,3040,3184
ECA_RS01075,722,588,656,673
ECA_RS18840,2268,2055,2769,2739
ECA_RS18855,1116,988,1507,1521
ECA_RS18870,1484,1209,2060,2233
ECA_RS18865,1436,1155,1574,1547
ECA_RS18845,963,685,1213,1366
ECA_RS20995,179,154,207,191
ECA_RS12340,429,319,177,230
ECA_RS16045,628,670,911,1018
ECA_RS04870,63,66,125,190
ECA_RS19440,976,1059,1372,1487
ECA_RS00735,787,818,812,853
ECA_RS05230,1848,1952,1666,1559
ECA_RS18795,217,187,238,190
ECA_RS04830,371,318,453,522
ECA_RS03195,65,60,168,190
ECA_RS22160,97,88,131,158
ECA_RS06860,4290,4400,4140,5112
ECA_RS16155,2473,2565,2653,2431
ECA_RS18755,787,917,1107,1451
ECA_RS06470,75,89,80,81
ECA_RS11855,5252,5782,5016,5185
ECA_RS04170,792,993,1836,2027
ECA_RS02350,514,551,678,772
ECA_RS06595,694,788,724,999
ECA_RS06600,1906,1968,1674,1958
ECA_RS09025,1136,1006,1662,1652
ECA_RS08965,370,342,466,427
ECA_RS09360,201,339,366,437
ECA_RS09345,12,18,30,39
ECA_RS09340,14,28,35,37
ECA_RS09365,9,15,24,18
ECA_RS09370,54,114,74,76
ECA_RS09355,26,26,25,33
ECA_RS09350,12,36,37,45
ECA_RS10015,65,73,97,86
ECA_RS10025,68,53,80,67
ECA_RS10020,42,18,36,57
ECA_RS09995,318,340,495,481
ECA_RS09380,78,79,73,92
ECA_RS09375,429,434,360,418
ECA_RS10000,1050,1227,948,1094
ECA_RS15850,2540,2243,2351,2139
ECA_RS06740,459,372,915,1030
ECA_RS13370,1380,1315,1688,1757
ECA_RS13130,234,196,378,443
ECA_RS20435,4355,3739,3525,3375
ECA_RS19170,638,476,1359,1372
ECA_RS11600,429,391,326,389
ECA_RS19165,859,621,1740,1646
ECA_RS14430,41,53,71,67
ECA_RS14425,22,21,55,31
ECA_RS14515,46,36,42,81
ECA_RS14485,32,41,61,103
ECA_RS14520,13,3,12,12
ECA_RS14525,4654,4072,4213,4002
ECA_RS14510,70,65,115,153
ECA_RS14435,37,43,48,79
ECA_RS14445,66,74,104,152
ECA_RS14480,98,76,146,187
ECA_RS14465,27,32,62,67
ECA_RS14505,15,6,10,11
ECA_RS14470,10,6,14,18
ECA_RS14460,37,40,73,78
ECA_RS20170,195,162,195,280
ECA_RS17440,17803,17006,45567,47362
ECA_RS05225,1445,1093,1574,1731
ECA_RS03555,2538,2316,3419,2876
ECA_RS19455,363,343,1132,1301
ECA_RS04475,438,553,770,970
ECA_RS04470,17,23,35,40
ECA_RS04465,36,51,74,89
ECA_RS01480,174,206,250,307
ECA_RS05935,2959,3301,4124,3751
ECA_RS05930,1213,1360,1914,1970
ECA_RS01930,533,657,1195,1570
ECA_RS16445,660,468,1147,935
ECA_RS16450,407,257,925,722
ECA_RS01925,8,2,39,25
ECA_RS16435,91,81,319,320
ECA_RS16440,28,25,108,142
ECA_RS05580,794,717,784,777
ECA_RS09260,101,107,86,106
ECA_RS09265,12,8,11,22
ECA_RS09270,2,3,6,18
ECA_RS09275,31,16,41,39
ECA_RS09285,1,9,4,5
ECA_RS09290,30,27,23,45
ECA_RS17905,607,589,718,707
ECA_RS11210,37,42,85,91
ECA_RS14700,4,8,3,15
ECA_RS12240,518,633,634,643
ECA_RS01205,864,763,754,821
ECA_RS20270,1206,1028,1348,1446
ECA_RS01705,761,725,1025,1042
ECA_RS04200,593,643,745,807
ECA_RS14860,6050,6554,5366,4648
ECA_RS14855,1840,2140,1974,1899
ECA_RS14850,6168,6327,5886,6062
ECA_RS14845,19137,19787,15450,13329
ECA_RS14840,3686,3746,3123,2992
ECA_RS14835,3103,3134,2974,2759
ECA_RS14830,2896,3027,2788,2873
ECA_RS14825,876,820,891,871
ECA_RS14820,10610,9857,9112,8883
ECA_RS14815,9812,9573,7235,6650
ECA_RS14810,9905,8967,7413,6919
ECA_RS03525,7982,7167,7521,6766
ECA_RS05595,672,536,593,665
ECA_RS01120,1947,1699,2299,2170
ECA_RS06775,51726,47756,16026,16638
ECA_RS10845,411,444,282,289
ECA_RS08670,203266,169746,281626,264983
ECA_RS20305,4850,3783,7640,7479
ECA_RS11310,515,550,1191,1228
ECA_RS13565,31813,17709,38544,33722
ECA_RS11420,6187,5088,6567,6307
ECA_RS11410,270,223,261,291
ECA_RS11405,311,292,397,388
ECA_RS11395,1398,1116,2034,2067
ECA_RS19575,943,955,1200,1250
ECA_RS09665,90,68,191,186
ECA_RS11850,4731,3892,19322,17712
ECA_RS02380,2112,1301,13519,13041
ECA_RS21025,2897,3128,2611,2467
ECA_RS11685,160,157,212,220
ECA_RS08905,351,445,589,679
ECA_RS00860,590,505,1077,1166
ECA_RS06830,23686,24535,20592,18002
ECA_RS16370,1579,1696,1694,1846
ECA_RS16375,1268,1362,1424,1722
ECA_RS16380,762,701,899,942
ECA_RS05635,630,754,716,766
ECA_RS01355,218,195,185,195
ECA_RS21490,1470,1641,3096,2912
ECA_RS01775,2790,2772,2733,2556
ECA_RS01725,1045,935,1030,1014
ECA_RS07670,880,950,7344,8134
ECA_RS13705,599,438,437,560
ECA_RS13950,168,149,323,366
ECA_RS20295,3801,4759,10303,12699
ECA_RS16360,1197,1255,948,1330
ECA_RS06735,486,492,924,963
ECA_RS16090,183,154,181,186
ECA_RS18720,3462,2863,1841,1710
ECA_RS19055,471,394,593,670
ECA_RS15025,3636,3684,4079,4618
ECA_RS09555,180,241,207,273
ECA_RS16105,2550,2350,2078,2208
ECA_RS09565,462,339,291,270
ECA_RS02075,3937,4069,5952,6570
ECA_RS15880,4845,4742,7767,8495
ECA_RS17090,9945,10168,10054,10050
ECA_RS12435,11627,12852,15186,15153
ECA_RS02330,3418,3745,4432,4883
ECA_RS01030,806,1038,1513,1745
ECA_RS13755,2052,2574,2725,2895
ECA_RS21315,5077,5666,10919,11322
ECA_RS12925,727,638,767,782
ECA_RS12725,48831,53346,71929,64671
ECA_RS22025,212,242,412,352
ECA_RS22020,450,433,1006,863
ECA_RS23300,216,233,368,328
ECA_RS16520,437,355,403,412
ECA_RS19650,10875,11460,8774,8351
ECA_RS19330,13439,14363,15675,16554
ECA_RS06990,5131,5002,4778,4857
ECA_RS06645,10234,10166,9721,9112
ECA_RS05605,122,104,233,215
ECA_RS09595,1753,1924,3474,3812
ECA_RS14150,480,482,591,589
ECA_RS16540,1692,2126,1769,1719
ECA_RS23405,6,2,0,8
ECA_RS11885,2009,2286,1751,1970
ECA_RS11880,13187,12356,10927,10323
ECA_RS02475,10,13,3,3
ECA_RS02480,21,18,11,20
ECA_RS02495,58,54,56,45
ECA_RS02500,122,142,121,150
ECA_RS02505,210,294,397,450
ECA_RS02510,68,86,169,202
ECA_RS02515,50,62,101,116
ECA_RS05505,2675,2257,3247,3233
ECA_RS08615,3363,3505,8532,8815
ECA_RS12010,9784,11033,9088,9665
ECA_RS12015,295,353,483,695
ECA_RS05510,272,243,481,631
ECA_RS22110,1377,1137,1499,1562
ECA_RS06710,665,593,1565,1764
ECA_RS20260,81,83,102,203
ECA_RS02685,21,13,37,25
ECA_RS02690,11,7,4,7
ECA_RS15840,632,672,775,807
ECA_RS00250,3164,2771,2551,2114
ECA_RS20625,396,441,444,595
ECA_RS20605,546,570,597,656
ECA_RS03130,1128,1081,1167,1099
ECA_RS08875,715,649,625,719
ECA_RS17745,771,716,867,899
ECA_RS01470,3435,3073,4660,5089
ECA_RS19990,660,751,3193,3149
ECA_RS19995,138,177,868,1099
ECA_RS11500,489,460,471,383
ECA_RS12440,648,596,579,627
ECA_RS16660,1168,1014,1308,1535
ECA_RS03550,17797,15894,17624,17032
ECA_RS10825,22674,23242,17317,20674
ECA_RS10830,13623,11469,6718,6500
ECA_RS00125,4063,4178,4193,3947
ECA_RS12030,78,74,50,65
ECA_RS12035,24,23,20,10
ECA_RS12040,61,32,27,27
ECA_RS12045,504,641,627,603
ECA_RS13115,10966,12019,12884,14827
ECA_RS13110,1141,1203,1345,1687
ECA_RS13105,823,733,833,742
ECA_RS13100,805,793,814,820
ECA_RS17755,7690,7721,8154,7729
ECA_RS00920,15765,16067,12435,10186
ECA_RS18760,16,12,22,19
ECA_RS20125,3873,2773,2135,2573
ECA_RS15490,960,793,803,787
ECA_RS05715,8449,7633,6448,6168
ECA_RS15540,1127,1239,1788,1671
ECA_RS05470,5280,4066,4469,4138
ECA_RS09155,3023,3098,13288,14250
ECA_RS11025,1962,1798,2574,2720
ECA_RS20850,2348,2686,3608,3471
ECA_RS12405,287,333,410,485
ECA_RS12400,788,714,785,795
ECA_RS12395,772,715,839,707
ECA_RS12070,6032,5603,5337,5058
ECA_RS10765,221,255,273,306
ECA_RS03830,924,921,1123,1386
ECA_RS02375,1618,1338,1088,1098
ECA_RS17870,76,84,104,108
ECA_RS21100,598,748,676,837
ECA_RS23150,24068,25628,22200,25576
ECA_RS00285,11145,11940,11130,12620
ECA_RS01350,781,852,1123,1193
ECA_RS15075,1667,1513,1585,1743
ECA_RS10770,79,72,126,114
ECA_RS17065,2702,2723,3256,3189
ECA_RS17070,2291,2401,2675,3042
ECA_RS07690,1349,1032,3397,3348
ECA_RS12075,3759,3813,4615,5100
ECA_RS17430,2320,2105,1547,1548
ECA_RS17265,44,40,49,77
ECA_RS17270,119,92,150,167
ECA_RS17275,766,654,1006,1021
ECA_RS05530,220,181,238,189
ECA_RS10745,9914,9939,11520,11344
ECA_RS19585,1434,1254,1884,2102
ECA_RS15705,83,81,118,125
ECA_RS09785,761,782,2099,2113
ECA_RS09790,168,144,400,399
ECA_RS09795,272,223,670,684
ECA_RS09780,692,699,687,807
ECA_RS18095,106,67,199,183
ECA_RS17355,373,377,826,909
ECA_RS22120,1273,1180,1601,1756
ECA_RS22115,1272,1174,1922,2167
ECA_RS22125,1358,1182,1486,1847
ECA_RS22130,29317,24128,22083,24442
ECA_RS14920,30814,27754,14034,10303
ECA_RS10735,154,138,222,254
ECA_RS04920,3411,3204,4396,3855
ECA_RS08930,9124,8446,6779,7004
ECA_RS04425,2683,2665,2981,2964
ECA_RS04420,8317,8499,9880,10469
ECA_RS01490,483,540,654,862
ECA_RS04880,712,719,988,1070
ECA_RS12005,6139,5881,4507,4113
ECA_RS06255,8370,6840,3162,2513
ECA_RS01235,8618,8748,7464,6533
ECA_RS15500,181,156,164,186
ECA_RS14980,10670,10735,8837,7843
ECA_RS01240,3320,3214,2635,2570
ECA_RS15505,1263,1040,791,724
ECA_RS16025,20014,21425,19447,17439
ECA_RS06205,5190,4611,5340,5713
ECA_RS06200,1281,1280,1490,1527
ECA_RS09510,267,197,213,230
ECA_RS12150,3390,3257,2346,2075
ECA_RS11455,504,560,421,446
ECA_RS20865,3778,4141,10565,11767
ECA_RS20870,1938,1852,1959,1919
ECA_RS06730,354,319,697,796
ECA_RS22180,625,609,1134,1204
ECA_RS12170,3910,4089,4667,4470
ECA_RS09225,3940,3765,2567,1989
ECA_RS01965,2229,2426,916,941
ECA_RS08840,5247,6601,5432,6610
ECA_RS12430,1651,1732,1396,1460
ECA_RS00700,1509,1341,1521,1492
ECA_RS09655,1223,1187,832,1035
ECA_RS17625,5337,4821,4952,5408
ECA_RS05125,1248,1161,1290,1365
ECA_RS00035,130,173,274,325
ECA_RS16015,303,296,277,410
ECA_RS05550,573,520,391,470
