gene_id,Control1_2021,Control2_2021,Hopeaphenol1_2021,Hopeaphenol2_2021
ECA_RS13260,61,58,97,94
ECA_RS13265,234,287,468,412
ECA_RS13270,57,70,94,85
ECA_RS13290,64,40,92,90
ECA_RS13300,7707,7905,390,382
ECA_RS13305,221,234,558,681
ECA_RS13310,5047,4893,9781,8811
ECA_RS13320,1456,1708,1469,1634
ECA_RS13325,681,460,675,562
ECA_RS13330,1369,1220,1289,1282
ECA_RS13335,373,413,336,386
ECA_RS13340,193,206,197,191
ECA_RS13345,1445,1531,3054,3323
ECA_RS13350,886,628,1021,846
ECA_RS13355,1580,1289,1240,1184
ECA_RS13360,204,292,911,920
ECA_RS13365,89,85,115,129
ECA_RS13395,19,5,9,13
ECA_RS13405,1208,1455,1266,1494
ECA_RS13410,232,259,357,370
ECA_RS13420,1098,1024,973,1153
ECA_RS13425,159,171,188,203
ECA_RS13430,258,233,330,319
ECA_RS13440,934,588,749,683
ECA_RS13445,144,136,212,248
ECA_RS13455,58,62,78,66
ECA_RS13460,143,128,128,152
ECA_RS13470,167,191,61,54
ECA_RS13480,61,52,98,130
ECA_RS13485,263,305,299,335
ECA_RS13490,6,0,6,1
ECA_RS13495,419,473,408,525
ECA_RS13500,64,57,55,54
ECA_RS13505,12,9,15,21
ECA_RS13510,81,97,83,64
ECA_RS13515,12,11,23,10
ECA_RS13520,100,92,118,119
ECA_RS13525,19,10,15,26
ECA_RS13530,98,54,174,142
ECA_RS13535,12,43,49,68
ECA_RS13540,54,64,115,137
ECA_RS13545,415,407,546,446
ECA_RS13550,251,290,279,397
ECA_RS13555,144,86,148,161
ECA_RS13560,328,257,556,535
ECA_RS13575,76,86,127,132
ECA_RS13600,5126,5003,4201,4388
ECA_RS13610,670,790,395,431
ECA_RS13615,304,317,127,153
ECA_RS13620,125,103,71,60
ECA_RS13625,71,41,43,15
ECA_RS13630,210,218,103,113
ECA_RS13635,151,205,71,77
ECA_RS13640,70,71,49,30
ECA_RS13645,432,564,140,131
ECA_RS13650,794,634,201,199
ECA_RS13655,1223,1371,328,299
ECA_RS13660,642,887,212,217
ECA_RS13665,24003,29647,996,909
ECA_RS13675,45,49,86,125
ECA_RS13680,18,12,27,28
ECA_RS13700,814,776,959,1111
ECA_RS13710,195,155,195,227
ECA_RS13715,436,361,480,615
ECA_RS13725,492,467,517,470
ECA_RS13745,219,246,278,360
ECA_RS13750,2233,2441,2713,2887
ECA_RS13760,159,173,303,287
ECA_RS13765,454,364,620,666
ECA_RS13775,125,115,171,149
ECA_RS13780,88,65,103,97
ECA_RS13785,48,54,65,67
ECA_RS13790,144,152,278,258
ECA_RS13795,2022,1711,2930,2576
ECA_RS13805,1731,1504,2578,2364
ECA_RS13840,112,147,227,286
ECA_RS13875,2004,2361,815,888
ECA_RS13880,44,31,33,37
ECA_RS13885,62,72,72,102
ECA_RS13895,3698,3603,2361,2313
ECA_RS13915,754,804,1702,2032
ECA_RS13930,11108,10768,10524,9486
ECA_RS13935,199,224,382,451
ECA_RS13940,135,116,256,383
ECA_RS13945,379,366,316,307
ECA_RS13955,38,30,81,123
ECA_RS13965,97,121,161,184
ECA_RS13970,120,59,81,93
ECA_RS13975,663,541,907,966
ECA_RS13980,72,87,96,115
ECA_RS13990,37,43,88,80
ECA_RS13995,78,47,106,77
ECA_RS14000,3,1,5,2
ECA_RS14005,2,1,2,6
ECA_RS14015,103,70,76,89
ECA_RS14020,137,133,153,155
ECA_RS14035,4,9,14,18
ECA_RS14040,151,184,228,230
ECA_RS14045,7,3,15,4
ECA_RS14050,3,2,7,2
ECA_RS14055,2,0,15,9
ECA_RS14060,3,2,3,4
ECA_RS14065,3470,4321,5,7
ECA_RS14070,545,698,42,32
ECA_RS14075,90,131,3,3
ECA_RS14085,2078,2095,2650,2722
ECA_RS14090,8,3,19,13
ECA_RS14095,74,63,64,113
ECA_RS14100,94,105,74,54
ECA_RS14105,260,295,406,446
ECA_RS14110,749,751,578,533
ECA_RS14115,1112,1241,1225,1062
ECA_RS14120,1673,1795,1016,751
ECA_RS14125,2745,2636,1509,873
ECA_RS14130,961,1170,978,1229
ECA_RS14135,20,5,12,18
ECA_RS14140,10,0,2,0
ECA_RS14145,109,102,91,77
ECA_RS14165,134,132,155,166
ECA_RS14170,210,226,467,455
ECA_RS14175,428,317,1165,846
ECA_RS14195,10,8,9,17
ECA_RS14200,372,387,236,278
ECA_RS14205,34,28,24,23
ECA_RS14210,420,452,348,235
ECA_RS14215,374,365,347,251
ECA_RS14220,689,600,847,788
ECA_RS14225,54,61,114,94
ECA_RS14230,15,9,22,21
ECA_RS14235,6460,4676,1996,1469
ECA_RS14240,1077,1010,2508,1908
ECA_RS14245,56,48,73,81
ECA_RS14250,8,23,32,15
ECA_RS14255,69,94,77,40
ECA_RS14265,0,0,3,0
ECA_RS14270,251,293,231,197
ECA_RS14275,303,243,205,185
ECA_RS14280,167,176,133,124
ECA_RS14285,113,152,88,40
ECA_RS14290,2,5,13,13
ECA_RS14295,15,10,20,22
ECA_RS14300,12,23,22,24
ECA_RS14305,1191,1040,2287,2625
ECA_RS14310,782,626,1635,1878
ECA_RS14315,23,16,16,27
ECA_RS14320,2,0,3,0
ECA_RS14325,0,2,3,9
ECA_RS14330,1,7,2,2
ECA_RS14335,2,1,5,2
ECA_RS14340,0,9,11,2
ECA_RS14345,438,427,358,431
ECA_RS14350,25090,26870,15641,10656
ECA_RS14355,171,154,189,199
ECA_RS14360,140,114,88,144
ECA_RS14365,291,385,297,389
ECA_RS14370,155,147,185,155
ECA_RS14375,36,38,78,80
ECA_RS14385,368,329,276,313
ECA_RS14390,137,109,160,193
ECA_RS14395,299,326,289,317
ECA_RS14400,223,177,220,332
ECA_RS14405,232,248,685,792
ECA_RS14410,19,8,18,38
ECA_RS14415,109,136,135,143
ECA_RS14420,15,22,27,24
ECA_RS14440,64,52,92,94
ECA_RS14450,23,30,30,56
ECA_RS14455,4,8,11,3
ECA_RS14475,16,31,35,42
ECA_RS14490,464,461,496,572
ECA_RS14495,90,101,86,111
ECA_RS14500,62,64,71,100
ECA_RS14530,78,64,80,74
ECA_RS14540,15,34,33,32
ECA_RS14545,5,15,31,31
ECA_RS14550,11,21,25,29
ECA_RS14555,104,116,150,182
ECA_RS14560,193,254,549,577
ECA_RS14565,611,661,1379,1415
ECA_RS14570,10,28,12,26
ECA_RS14575,60,55,101,114
ECA_RS14580,25,26,47,66
ECA_RS14585,9,22,27,28
ECA_RS14590,19,20,51,52
ECA_RS14595,78,60,161,144
ECA_RS14600,119,98,151,175
ECA_RS14605,14,24,45,39
ECA_RS14610,19,24,29,38
ECA_RS14615,55,62,99,99
ECA_RS14620,90,79,67,96
ECA_RS14625,6,21,8,9
ECA_RS14630,14,11,3,5
ECA_RS14635,57,58,59,51
ECA_RS14645,403,440,420,419
ECA_RS14650,145,89,119,138
ECA_RS14655,306,267,639,676
ECA_RS14660,60,53,81,75
ECA_RS14665,125,133,131,149
ECA_RS14670,341,288,338,379
ECA_RS14685,80,79,98,118
ECA_RS14695,9,12,26,29
ECA_RS14705,2,2,5,5
ECA_RS14710,85,61,91,84
ECA_RS14715,655,730,486,516
ECA_RS14720,77,68,109,100
ECA_RS14735,27,32,74,78
ECA_RS14740,6,5,4,13
ECA_RS14750,268,299,245,300
ECA_RS14755,968,1051,890,996
ECA_RS14760,44,50,76,85
ECA_RS14765,859,975,1414,1622
ECA_RS14775,218,216,237,337
ECA_RS14780,1761,1343,906,658
ECA_RS14785,1921,2371,2962,3137
ECA_RS14790,190,277,421,442
ECA_RS14865,1460,1624,1580,1467
ECA_RS14870,691,611,701,801
ECA_RS14885,1033,1012,854,1024
ECA_RS14895,1123,1540,1086,1244
ECA_RS14900,408,443,877,1137
ECA_RS14905,707,925,1690,1936
ECA_RS14910,964,1013,1928,2095
ECA_RS14925,124,65,97,123
ECA_RS14950,1129,1505,3133,3187
ECA_RS14960,101,66,109,131
ECA_RS14965,34,43,86,107
ECA_RS14970,1511,1611,2915,2641
ECA_RS14975,534,473,677,738
ECA_RS15010,796,654,977,987
ECA_RS15020,2364,2386,2380,2554
ECA_RS15030,53,38,64,84
ECA_RS15050,230,210,199,226
ECA_RS15055,76,63,92,121
ECA_RS15060,160,147,202,226
ECA_RS15090,1428,1675,9721,9089
ECA_RS15095,213,260,1019,1296
ECA_RS15100,106,128,498,620
ECA_RS15105,104,87,185,192
ECA_RS15110,154,140,548,564
ECA_RS15125,1324,1206,1085,803
ECA_RS15145,51,42,202,244
ECA_RS15150,7,15,3,12
ECA_RS15155,89,91,120,131
ECA_RS15160,179,191,229,283
ECA_RS15165,1659,1530,133,97
ECA_RS15170,411,354,481,401
ECA_RS15175,145,148,134,124
ECA_RS15180,4670,6252,645,584
ECA_RS15185,662,833,515,544
ECA_RS15195,7,2,6,21
ECA_RS15200,17,9,12,10
ECA_RS15205,8,19,41,40
ECA_RS15210,57,29,98,88
ECA_RS15215,548,680,665,709
ECA_RS15220,131,123,115,110
ECA_RS15225,314,292,171,172
ECA_RS15230,473,419,155,117
ECA_RS15285,1203,1080,2017,2129
ECA_RS15290,264,384,913,906
ECA_RS15315,925,1044,872,971
ECA_RS15320,1429,1111,980,995
ECA_RS15325,21,20,17,14
ECA_RS15330,372,317,437,393
ECA_RS15335,125,133,116,69
ECA_RS15340,104,124,104,145
ECA_RS15345,1514,1659,1582,1503
ECA_RS15350,78,78,134,136
ECA_RS15355,1252,1210,1192,1042
ECA_RS15360,11936,12198,7290,6285
ECA_RS15365,79,50,100,83
ECA_RS15370,265,332,368,356
ECA_RS15375,60,63,64,79
ECA_RS15380,473,509,344,394
ECA_RS15385,122,115,115,113
ECA_RS15390,29,30,37,43
ECA_RS15395,231,283,387,419
ECA_RS15400,1218,1227,1610,1698
ECA_RS15405,310,292,929,918
ECA_RS15410,316,283,729,890
ECA_RS15415,21,21,50,36
ECA_RS15420,103,85,145,141
ECA_RS15430,326,357,369,345
ECA_RS15440,1574,1759,1508,1276
ECA_RS15460,2138,2164,1351,1342
ECA_RS15465,254,269,1173,1168
ECA_RS15485,2383,2600,2221,1923
ECA_RS15510,2248,2522,676,846
ECA_RS15515,171,200,113,120
ECA_RS15520,156,198,260,303
ECA_RS15535,362,359,499,489
ECA_RS15550,14392,12909,4449,3953
ECA_RS15555,103,69,124,142
ECA_RS15560,3460,2735,844,774
ECA_RS15565,120,69,52,46
ECA_RS15590,19,33,148,138
ECA_RS15600,106,101,298,329
ECA_RS15605,66,54,112,158
ECA_RS15610,42,41,75,67
ECA_RS15615,124,149,257,290
ECA_RS15620,826,966,2474,2856
ECA_RS15625,502,464,856,982
ECA_RS15635,2665,2922,5560,5858
ECA_RS15640,1473,1766,2102,2652
ECA_RS15645,248,277,840,841
ECA_RS15650,154,151,686,666
ECA_RS15665,39,40,70,67
ECA_RS15680,53,57,46,58
ECA_RS15685,58,48,65,89
ECA_RS15690,555,598,1077,1177
ECA_RS15695,724,801,557,764
ECA_RS15720,9194,6486,7598,6562
ECA_RS15725,162,213,416,411
ECA_RS15730,349,309,235,243
ECA_RS15735,465,441,283,267
ECA_RS15740,47,37,32,61
ECA_RS15745,258,189,307,388
ECA_RS15755,3233,3017,2458,2116
ECA_RS15760,22,23,11,18
ECA_RS15765,413,401,581,566
ECA_RS15785,1244,1587,5896,6712
ECA_RS15790,51,69,305,404
ECA_RS15795,442,505,867,900
ECA_RS15800,1530,1487,2929,2742
ECA_RS15805,96,93,96,93
ECA_RS15820,1583,1426,1712,1722
ECA_RS15855,116,124,210,235
ECA_RS15860,276,351,635,674
ECA_RS15870,163,117,247,273
ECA_RS15915,8653,8515,9395,8901
ECA_RS15935,4003,2720,2024,1713
ECA_RS15940,2311,1687,1621,1271
ECA_RS15945,962,720,760,600
ECA_RS15950,37,42,52,31
ECA_RS15955,398,381,360,402
ECA_RS15960,1654,1144,1162,1219
ECA_RS15965,51,51,36,66
ECA_RS15970,244,177,185,199
ECA_RS15975,417,409,428,552
ECA_RS15985,33226,33185,27368,26618
ECA_RS15995,1316,1595,1390,1291
ECA_RS16000,248,236,397,339
ECA_RS16020,190,203,265,364
ECA_RS16050,99,74,74,77
ECA_RS16055,702,777,554,619
ECA_RS16060,330,216,258,240
ECA_RS16065,22660,25564,26333,28039
ECA_RS16070,1344,1939,2295,2593
ECA_RS16075,873,709,908,979
ECA_RS16080,386,308,319,348
ECA_RS16085,791,598,280,278
ECA_RS16095,77,48,38,27
ECA_RS16100,73,78,74,76
ECA_RS16160,116,83,155,137
ECA_RS16180,38,32,40,38
ECA_RS16185,48,19,25,10
ECA_RS16190,87,67,93,106
ECA_RS16205,24,20,31,27
ECA_RS16210,138,89,103,135
ECA_RS16215,4,8,2,2
ECA_RS16220,11,8,26,14
ECA_RS16225,1170,1124,1591,1524
ECA_RS16230,88,66,101,107
ECA_RS16235,533,465,599,734
ECA_RS16240,737,553,613,506
ECA_RS16245,2647,2570,2567,2113
ECA_RS16260,5284,5952,4056,2635
ECA_RS16265,1150,929,1340,1786
ECA_RS16290,3633,2363,1805,1618
ECA_RS16305,408,430,860,1220
ECA_RS16310,77,84,118,171
ECA_RS16385,890,781,1126,1099
ECA_RS16390,1311,1190,1881,1921
ECA_RS16405,203,155,240,236
ECA_RS16410,334,506,437,429
ECA_RS16415,213,150,155,121
ECA_RS16420,186,194,216,237
ECA_RS16455,17,11,34,22
ECA_RS16470,329,306,428,393
ECA_RS16485,576,563,892,823
ECA_RS16490,37,24,19,16
ECA_RS16500,0,0,0,0
ECA_RS16505,0,0,0,0
ECA_RS16510,0,0,0,0
ECA_RS16550,4901,4322,6250,5339
ECA_RS16560,36,35,33,46
ECA_RS16565,142,111,232,182
ECA_RS16595,200,186,248,285
ECA_RS16605,5146,4498,5040,4715
ECA_RS16610,245,271,281,352
ECA_RS16620,24,17,27,28
ECA_RS16625,178,183,249,251
ECA_RS16630,87,38,54,61
ECA_RS16635,50,30,44,30
ECA_RS16665,157,123,124,110
ECA_RS16670,266,258,297,373
ECA_RS16675,258,224,207,213
ECA_RS16680,147,141,326,328
ECA_RS16685,81,67,137,130
ECA_RS16690,115,122,156,148
ECA_RS16700,356,306,328,295
ECA_RS16705,608,531,237,225
ECA_RS16710,477,506,224,249
ECA_RS16715,413,410,152,157
ECA_RS16730,36,45,50,29
ECA_RS16740,40,29,25,19
ECA_RS16755,76,74,118,96
ECA_RS16760,86,80,131,149
ECA_RS16765,138,173,244,286
ECA_RS16770,31,31,53,64
ECA_RS16775,113,114,60,66
ECA_RS16785,81,81,124,120
ECA_RS16790,106,78,93,96
ECA_RS16795,73,59,68,87
ECA_RS16800,231,158,177,113
ECA_RS16805,209,156,383,352
ECA_RS16815,6,15,8,8
ECA_RS16820,0,0,0,0
ECA_RS16825,0,0,0,0
ECA_RS16830,14,21,25,17
ECA_RS16835,127,89,144,157
ECA_RS16845,5,3,15,21
ECA_RS16850,0,0,0,0
ECA_RS16855,0,0,0,0
ECA_RS16860,11,23,19,25
ECA_RS16865,1145,1054,1119,814
ECA_RS16875,89,137,31,31
ECA_RS16880,141,143,32,30
ECA_RS16885,293,281,177,187
ECA_RS16890,553,539,375,291
ECA_RS16895,528,551,295,370
ECA_RS16900,658,770,129,193
ECA_RS16905,2209,2903,66,76
ECA_RS16915,974,1115,186,177
ECA_RS16920,1644,1639,166,166
ECA_RS16940,799,1005,42,44
ECA_RS16950,1360,1646,61,94
ECA_RS16995,173,112,160,178
ECA_RS17000,68,69,90,95
ECA_RS17005,26,17,39,45
ECA_RS17010,70,47,90,91
ECA_RS17015,60,53,84,60
ECA_RS17020,30,42,49,49
ECA_RS17025,21,30,54,56
ECA_RS17030,166,213,212,195
ECA_RS17035,15,22,17,22
ECA_RS17040,195,217,120,74
ECA_RS17055,10,3,13,14
ECA_RS17060,192,120,2132,2372
ECA_RS17100,230,261,236,296
ECA_RS17105,1593,1780,1281,1362
ECA_RS17110,595,625,776,910
ECA_RS17115,1153,1294,1687,2203
ECA_RS17130,473,413,338,361
ECA_RS17135,6105,5549,5215,5247
ECA_RS17145,30,18,20,18
ECA_RS17150,575,729,476,458
ECA_RS17155,302,229,240,210
ECA_RS17160,170,220,73,78
ECA_RS17165,158,223,38,40
ECA_RS17175,794,798,999,1245
ECA_RS17185,1618,1419,1200,1239
ECA_RS17190,553,553,628,605
ECA_RS17195,349,351,801,952
ECA_RS17205,24,55,120,97
ECA_RS17210,21,38,42,41
ECA_RS17215,6,17,21,17
ECA_RS17220,10,6,16,8
ECA_RS17225,17,13,11,5
ECA_RS17235,149,169,247,281
ECA_RS17240,50,40,287,271
ECA_RS17260,133,151,302,261
ECA_RS17280,396,372,457,440
ECA_RS17285,112,62,207,200
ECA_RS17290,3766,4032,4391,4625
ECA_RS17295,132,95,146,160
ECA_RS17300,35,36,68,69
ECA_RS17325,420,320,219,223
ECA_RS17330,503,465,584,629
ECA_RS17335,1805,1676,3180,3608
ECA_RS17345,69,76,86,90
ECA_RS17350,1424,1640,3475,4670
ECA_RS17360,20,27,61,44
ECA_RS17365,468,395,670,631
ECA_RS17375,4,4,2,0
ECA_RS17385,53,57,41,36
ECA_RS17390,0,0,1,0
ECA_RS17395,0,0,0,0
ECA_RS17415,11361,11024,10666,10320
ECA_RS17445,870,806,785,874
ECA_RS17470,359,377,342,389
ECA_RS17475,23,30,29,51
ECA_RS17480,259,207,170,144
ECA_RS17485,349,282,573,667
ECA_RS17510,7635,7398,5321,5291
ECA_RS17525,2140,2081,1637,1424
ECA_RS17530,115,118,113,91
ECA_RS17535,279,450,689,857
ECA_RS17540,68,60,119,154
ECA_RS17550,77,75,164,149
ECA_RS17565,4181,4579,13374,13254
ECA_RS17570,126,81,174,155
ECA_RS17575,42,29,38,44
ECA_RS17580,119,90,126,138
ECA_RS17585,455,397,955,880
ECA_RS17590,151,218,311,267
ECA_RS17595,199,184,204,192
ECA_RS17600,738,677,1884,2045
ECA_RS17605,613,573,1429,1258
ECA_RS17610,25,23,87,105
ECA_RS17615,30,21,24,22
ECA_RS17650,306,239,471,561
ECA_RS17670,845,737,563,599
ECA_RS17675,358,296,383,394
ECA_RS17685,237,186,234,246
ECA_RS17690,688,863,6,10
ECA_RS17695,641,516,31462,32802
ECA_RS17700,235,113,230,184
ECA_RS17720,1393,1673,2195,2397
ECA_RS17725,254,184,528,575
ECA_RS17730,366,330,560,603
ECA_RS17750,127,88,105,95
ECA_RS17760,1260,1039,2492,2531
ECA_RS17765,1777,1653,3091,2840
ECA_RS17770,491,546,954,1131
ECA_RS17780,118,85,114,153
ECA_RS17785,171,101,478,465
ECA_RS17790,258,272,1720,1802
ECA_RS17800,2640,3078,3466,3911
ECA_RS17805,3312,2071,1506,1667
ECA_RS17810,122,101,2969,3504
ECA_RS17830,633,717,1414,1513
ECA_RS17835,13,9,13,18
ECA_RS17860,441,436,255,271
ECA_RS17865,267,356,261,286
ECA_RS17875,139,152,118,135
ECA_RS17880,197,194,131,116
ECA_RS17890,623,659,1195,1191
ECA_RS17910,353,334,530,501
ECA_RS17915,132,158,106,120
ECA_RS17920,51,43,104,109
ECA_RS17925,305,266,374,429
ECA_RS17930,590,546,760,899
ECA_RS17935,308,303,408,394
ECA_RS17940,14,21,13,43
ECA_RS17945,66,54,67,69
ECA_RS17955,25,19,32,25
ECA_RS17960,121,117,187,155
ECA_RS17965,118,91,143,121
ECA_RS17970,154,133,97,122
ECA_RS17975,1584,1496,1261,1191
ECA_RS17980,122,126,173,161
ECA_RS17985,485,579,1145,1300
ECA_RS18000,111,123,58,64
ECA_RS18005,152,103,154,177
ECA_RS18010,711,754,986,1047
ECA_RS18015,152,158,334,380
ECA_RS18020,134,133,208,230
ECA_RS18025,110,114,293,302
ECA_RS18030,17,8,41,41
ECA_RS18035,2581,3072,2966,3323
ECA_RS18040,294,266,406,402
ECA_RS18045,37,33,43,50
ECA_RS18055,121,181,174,242
ECA_RS18060,94,79,140,186
ECA_RS18065,1119,1136,4188,4880
ECA_RS18070,704,801,2086,2692
ECA_RS18075,142,100,140,122
ECA_RS18085,1066,1108,595,376
ECA_RS18100,358,191,513,602
ECA_RS18105,4565,4230,5850,5883
ECA_RS18120,175,177,211,206
ECA_RS18125,150,164,288,261
ECA_RS18130,114,90,191,194
ECA_RS18135,69,80,152,124
ECA_RS18140,1909,2095,2345,2571
ECA_RS18145,49,53,58,66
ECA_RS18150,648,882,143,135
ECA_RS18155,0,2,5,3
ECA_RS18200,227,210,452,364
ECA_RS18205,66,65,178,144
ECA_RS18210,97,98,241,239
ECA_RS18220,5137,5501,6715,6950
ECA_RS18225,404,404,331,386
ECA_RS18230,91,73,109,131
ECA_RS18235,951,804,750,607
ECA_RS18245,246,207,303,336
ECA_RS18250,118,111,143,155
ECA_RS18255,25,32,40,49
ECA_RS18260,206,210,257,251
ECA_RS18265,56,54,72,94
ECA_RS18270,99,73,124,144
ECA_RS18275,79,77,101,124
ECA_RS18280,18,8,14,15
ECA_RS18285,83,99,145,169
ECA_RS18290,69,78,66,96
ECA_RS18295,21,22,45,39
ECA_RS18300,8,10,17,10
ECA_RS18305,260,235,204,273
ECA_RS18315,155,189,167,131
ECA_RS18320,1215,1531,315,406
ECA_RS18325,4053,4252,2977,2629
ECA_RS18330,2376,2752,2784,2935
ECA_RS18335,63,70,24,17
ECA_RS18340,96,67,38,39
ECA_RS18345,83,81,30,55
ECA_RS18350,21,38,37,40
ECA_RS18355,20,22,14,32
ECA_RS18360,77,35,34,30
ECA_RS18365,106,103,64,49
ECA_RS18370,160,130,92,119
ECA_RS18375,69,72,107,86
ECA_RS18380,22,24,22,28
ECA_RS18385,92,104,61,74
ECA_RS18390,130,128,120,100
ECA_RS18395,10,31,13,14
ECA_RS18400,33,34,29,34
ECA_RS18405,29,39,23,29
ECA_RS18410,2,0,4,5
ECA_RS18415,214,202,236,215
ECA_RS18420,70,88,111,110
ECA_RS18425,25,22,32,24
ECA_RS18430,12,9,13,8
ECA_RS18435,62,47,55,64
ECA_RS18440,108,86,81,103
ECA_RS18445,28,23,35,36
ECA_RS18450,0,0,1,0
ECA_RS18455,55,60,71,98
ECA_RS18460,17,10,20,27
ECA_RS18465,208,222,217,198
ECA_RS18470,1,1,3,6
ECA_RS18475,30,35,53,55
ECA_RS18480,15,26,24,26
ECA_RS18485,419,487,647,724
ECA_RS18490,229,284,427,489
ECA_RS18500,196,197,265,305
ECA_RS18505,275,354,397,500
ECA_RS18510,80,62,131,178
ECA_RS18515,76,70,110,140
ECA_RS18525,48,58,116,97
ECA_RS18530,170,188,186,276
ECA_RS18535,385,590,691,790
ECA_RS18540,3,11,17,27
ECA_RS18545,89,92,106,116
ECA_RS18550,108,83,125,125
ECA_RS18555,258,20,31,36
ECA_RS18560,261,2,17,8
ECA_RS18565,10285,134,100,152
ECA_RS18570,990,1062,1392,1378
ECA_RS18575,182,173,226,222
ECA_RS18580,156,203,315,380
ECA_RS18585,127,186,313,361
ECA_RS18590,41,32,70,96
ECA_RS18595,43,51,89,80
ECA_RS18600,226,229,297,391
ECA_RS18605,44,62,81,101
ECA_RS18610,170,260,397,440
ECA_RS18625,41,45,38,46
ECA_RS18630,53,65,71,64
ECA_RS18635,771,760,792,942
ECA_RS18640,348,327,340,375
ECA_RS18645,18,10,42,37
ECA_RS18650,54,81,131,166
ECA_RS18660,302,218,295,256
ECA_RS18670,160,87,547,862
ECA_RS18675,47,41,176,222
ECA_RS18680,116,120,170,164
ECA_RS18685,94,68,267,241
ECA_RS18690,1927,2190,2038,2102
ECA_RS18695,1161,1239,1647,1614
ECA_RS18700,1089,818,1702,1422
ECA_RS18725,4239,3937,4407,4114
ECA_RS18730,59,59,1150,1135
ECA_RS18735,199,256,1352,1495
ECA_RS18750,815,887,2328,2322
ECA_RS18775,4050,3828,3472,3888
ECA_RS18810,442,415,565,557
ECA_RS18835,2777,2335,3575,3487
ECA_RS18875,876,678,1112,1188
ECA_RS18895,208,118,110,133
ECA_RS18915,519,478,405,607
ECA_RS18940,0,0,0,2
ECA_RS18945,3,3,15,10
ECA_RS18950,198,179,323,330
ECA_RS18955,3248,2824,3433,3638
ECA_RS18960,112,125,211,217
ECA_RS18965,1,2,17,5
ECA_RS18975,65,70,77,109
ECA_RS18980,91,80,157,131
ECA_RS18985,1231,1157,514,610
ECA_RS19000,2100,2369,2848,3198
ECA_RS19015,236,207,428,448
ECA_RS19020,89,79,79,94
ECA_RS19025,127,111,270,250
ECA_RS19075,29,8,30,38
ECA_RS19080,28,22,33,61
ECA_RS19085,58,63,94,79
ECA_RS19095,174,159,170,220
ECA_RS19100,423,365,509,555
ECA_RS19105,204,201,273,327
ECA_RS19110,75,57,97,85
ECA_RS19115,184,126,198,249
ECA_RS19190,1236,832,1178,1031
ECA_RS19200,349,413,614,651
ECA_RS19230,233,200,467,565
ECA_RS19280,6095,6987,1129,1018
ECA_RS19285,54,51,90,68
ECA_RS19290,336,391,835,723
ECA_RS19305,714,659,905,1035
ECA_RS19310,1652,1609,6135,7162
ECA_RS19345,6463,6984,3501,4024
ECA_RS19350,98,71,139,136
ECA_RS19365,19,22,20,55
ECA_RS19385,292,313,359,532
ECA_RS19405,11303,9496,10281,8726
ECA_RS19410,47,17,38,37
ECA_RS19475,963,764,627,661
ECA_RS19480,141,147,154,137
ECA_RS19485,9224,15403,1582,1371
ECA_RS19490,148,145,164,163
ECA_RS19500,1191,1225,2175,2050
ECA_RS19505,34,16,37,32
ECA_RS19510,39,47,60,70
ECA_RS19515,17,14,31,41
ECA_RS19520,70,61,87,115
ECA_RS19525,28,44,37,56
ECA_RS19530,36,30,55,64
ECA_RS19535,113,69,152,153
ECA_RS19540,61,55,60,111
ECA_RS19545,16,29,22,29
ECA_RS19550,107,113,173,192
ECA_RS19555,41,42,77,56
ECA_RS19560,2030,2032,6759,5577
ECA_RS19565,9,14,49,32
ECA_RS19570,33,28,36,31
ECA_RS19605,394,447,1576,1896
ECA_RS19625,119,140,289,236
ECA_RS19630,237,170,934,753
ECA_RS19645,1748,1730,2076,2130
ECA_RS19660,287,297,492,568
ECA_RS19665,333,379,760,706
ECA_RS19670,115,75,238,211
ECA_RS19675,204,160,270,309
ECA_RS19715,299,228,191,105
ECA_RS19720,42,20,22,36
ECA_RS19725,10,6,4,12
ECA_RS19730,0,0,0,0
ECA_RS19735,689,741,1170,1121
ECA_RS19740,36,28,46,48
ECA_RS19760,1570,1187,2604,2333
ECA_RS19795,43,20,33,9
ECA_RS19980,469,523,532,665
ECA_RS20000,101,107,148,152
ECA_RS20005,28,21,55,49
ECA_RS20010,355,367,450,479
ECA_RS20020,932,770,1040,1114
ECA_RS20025,38,42,71,49
ECA_RS20030,33,27,54,38
ECA_RS20035,106,127,133,138
ECA_RS20045,399,355,470,637
ECA_RS20060,653,602,630,597
ECA_RS20065,445,405,1012,1070
ECA_RS20070,159,179,259,305
ECA_RS20075,17,18,74,81
ECA_RS20080,210,217,334,427
ECA_RS20085,755,538,1010,1037
ECA_RS20095,4564,4010,4311,6009
ECA_RS20100,228,201,235,289
ECA_RS20105,46890,40252,4946,4589
ECA_RS20110,33762,43003,5560,5244
ECA_RS20115,8986,10154,6208,5925
ECA_RS20120,2833,3065,1317,1591
ECA_RS20130,205,244,535,639
ECA_RS20135,184,225,548,681
ECA_RS20140,114,87,227,284
ECA_RS20145,113,113,337,360
ECA_RS20150,780,910,1936,2327
ECA_RS20155,2050,2368,2605,2696
ECA_RS20160,7,9,1,2
ECA_RS20165,1124,1307,551,717
ECA_RS20180,57,53,120,117
ECA_RS20185,24,10,25,33
ECA_RS20190,472,478,422,467
ECA_RS20195,1260,1102,886,824
ECA_RS20200,455,425,296,298
ECA_RS20210,2024,2384,2409,2909
ECA_RS20225,2314,2641,3702,4049
ECA_RS20245,1,4,8,13
